       area  unit       scp station    lines  div        desc        i        o                  dt
29463523  N329  R201  00-03-04  WOODHAVEN BLVD    MR  IND     REGULAR  1547872  2043529 2015-05-20 13:00:00
29463524  N329  R201  00-03-04  WOODHAVEN BLVD    MR  IND     REGULAR  1548312  2044063 2015-05-20 17:00:00
29463525  N329  R201  00-03-04  WOODHAVEN BLVD    MR  IND     REGULAR  1548748  2044819 2015-05-20 21:00:00



           area  unit       scp         station lines  div        desc       i       o                  dt
29527062  N329A  R201  01-06-01  WOODHAVEN BLVD    MR  IND     REGULAR  965619  108699 2017-03-16 17:00:00
29527063  N329A  R201  01-06-01  WOODHAVEN BLVD    MR  IND     REGULAR  966118  108750 2017-03-16 21:00:00
29527064  N329A  R201  01-06-01  WOODHAVEN BLVD    MR  IND     REGULAR  966224  108783 2017-03-17 01:00:00
29527065  N329A  R201  01-06-01  WOODHAVEN BLVD    MR  IND     REGULAR  966238  108793 2017-03-17 05:00:00
29527066  N329A  R201  01-06-01  WOODHAVEN BLVD    MR  IND  RECOVR AUD  966237  108793 2017-03-17 05:00:00
29527067  N329A  R201  01-06-01  WOODHAVEN BLVD    MR  IND     REGULAR  967156  108799 2017-03-17 09:00:00
29527068  N329A  R201  01-06-01  WOODHAVEN BLVD    MR  IND     REGULAR  967688  108816 2017-03-17 13:00:00
29527069  N329A  R201  01-06-01  WOODHAVEN BLVD    MR  IND     REGULAR  968251  108858 2017-03-17 17:00:00
29527070  N329A  R201  01-06-01  WOODHAVEN BLVD    MR  IND     REGULAR  968815  108921 2017-03-17 21:00:00



          area  unit       scp station lines  div        desc          i  o                  dt
29826185  N332  R219  01-05-00   67 AV    MR  IND     REGULAR        106  0 2018-10-26 04:00:00
29826186  N332  R219  01-05-00   67 AV    MR  IND     REGULAR        106  0 2018-10-26 08:00:00
29826187  N332  R219  01-05-00   67 AV    MR  IND     REGULAR        106  0 2018-10-27 00:00:00
29826188  N332  R219  01-05-00   67 AV    MR  IND     REGULAR  117443349  0 2018-10-27 04:00:00
29826189  N332  R219  01-05-00   67 AV    MR  IND  RECOVR AUD        106  0 2018-10-27 04:00:00
29826190  N332  R219  01-05-00   67 AV    MR  IND     REGULAR        106  0 2018-10-27 08:00:00
29826191  N332  R219  01-05-00   67 AV    MR  IND     REGULAR        106  0 2018-10-27 12:00:00
29826192  N332  R219  01-05-00   67 AV    MR  IND     REGULAR        106  0 2018-10-27 16:00:00
29826193  N332  R219  01-05-00   67 AV    MR  IND     REGULAR        106  0 2018-10-27 20:00:00



          area  unit       scp station lines  div        desc       i     o                  dt
29841118  N332  R219  01-05-01   67 AV    MR  IND     REGULAR      12  1225 2018-10-26 04:00:00
29841119  N332  R219  01-05-01   67 AV    MR  IND     REGULAR      12  1225 2018-10-26 08:00:00
29841120  N332  R219  01-05-01   67 AV    MR  IND     REGULAR      12  1225 2018-10-27 00:00:00
29841121  N332  R219  01-05-01   67 AV    MR  IND     REGULAR  458752    21 2018-10-27 04:00:00
29841122  N332  R219  01-05-01   67 AV    MR  IND  RECOVR AUD      12  1225 2018-10-27 04:00:00
29841123  N332  R219  01-05-01   67 AV    MR  IND     REGULAR      12  1225 2018-10-27 08:00:00
29841124  N332  R219  01-05-01   67 AV    MR  IND     REGULAR      12  1225 2018-10-27 12:00:00
29841125  N332  R219  01-05-01   67 AV    MR  IND     REGULAR      12  1225 2018-10-27 16:00:00
29841126  N332  R219  01-05-01   67 AV    MR  IND     REGULAR      12  1225 2018-10-27 20:00:00



          area  unit       scp station lines  div        desc         i        o                  dt
29856011  N332  R219  01-06-00   67 AV    MR  IND     REGULAR   3625079  1992050 2018-10-26 04:00:00
29856012  N332  R219  01-06-00   67 AV    MR  IND     REGULAR   3625260  1992066 2018-10-26 08:00:00
29856013  N332  R219  01-06-00   67 AV    MR  IND     REGULAR   3625824  1992359 2018-10-27 00:00:00
29856014  N332  R219  01-06-00   67 AV    MR  IND     REGULAR  17795494   354495 2018-10-27 04:00:00
29856015  N332  R219  01-06-00   67 AV    MR  IND  RECOVR AUD   3625826  1992367 2018-10-27 04:00:00
29856016  N332  R219  01-06-00   67 AV    MR  IND     REGULAR   3625854  1992375 2018-10-27 08:00:00
29856017  N332  R219  01-06-00   67 AV    MR  IND     REGULAR   3625955  1992390 2018-10-27 12:00:00
29856018  N332  R219  01-06-00   67 AV    MR  IND     REGULAR   3626041  1992421 2018-10-27 16:00:00
29856019  N332  R219  01-06-00   67 AV    MR  IND     REGULAR   3626073  1992464 2018-10-27 20:00:00



          area  unit       scp station lines  div        desc        i        o                  dt
29870970  N332  R219  01-06-01   67 AV    MR  IND     REGULAR  8731272  1687347 2018-10-26 04:00:00
29870971  N332  R219  01-06-01   67 AV    MR  IND     REGULAR  8731657  1687363 2018-10-26 08:00:00
29870972  N332  R219  01-06-01   67 AV    MR  IND     REGULAR  8732924  1687572 2018-10-27 00:00:00
29870973  N332  R219  01-06-01   67 AV    MR  IND     REGULAR    11073      229 2018-10-27 04:00:00
29870974  N332  R219  01-06-01   67 AV    MR  IND  RECOVR AUD  8732931  1687578 2018-10-27 04:00:00
29870975  N332  R219  01-06-01   67 AV    MR  IND     REGULAR  8732994  1687585 2018-10-27 08:00:00
29870976  N332  R219  01-06-01   67 AV    MR  IND     REGULAR  8733171  1687599 2018-10-27 12:00:00
29870977  N332  R219  01-06-01   67 AV    MR  IND     REGULAR  8733380  1687626 2018-10-27 16:00:00
29870978  N332  R219  01-06-01   67 AV    MR  IND     REGULAR  8733528  1687667 2018-10-27 20:00:00



           area  unit       scp          station lines  div        desc        i        o                  dt
29979305  N333A  R141  00-00-00  FOREST HILLS 71  EFMR  IND     REGULAR  1443467  2955347 2020-08-25 17:00:00
29979306  N333A  R141  00-00-00  FOREST HILLS 71  EFMR  IND     REGULAR  1443513  2955407 2020-08-25 21:00:00
29979307  N333A  R141  00-00-00  FOREST HILLS 71  EFMR  IND     REGULAR  1443526  2955419 2020-08-26 01:00:00
29979308  N333A  R141  00-00-00  FOREST HILLS 71  EFMR  IND     REGULAR  1443526  2955420 2020-08-26 05:00:00
29979309  N333A  R141  00-00-00  FOREST HILLS 71  EFMR  IND  RECOVR AUD        8        2 2020-08-26 05:00:00
29979310  N333A  R141  00-00-00  FOREST HILLS 71  EFMR  IND     REGULAR  1443535  2955448 2020-08-26 09:00:00
29979311  N333A  R141  00-00-00  FOREST HILLS 71  EFMR  IND  RECOVR AUD        8       82 2020-08-26 10:00:00
29979312  N333A  R141  00-00-00  FOREST HILLS 71  EFMR  IND     REGULAR  1443563  2955493 2020-08-26 13:00:00
29979313  N333A  R141  00-00-00  FOREST HILLS 71  EFMR  IND     REGULAR  1443594  2955551 2020-08-26 17:00:00



          area  unit       scp      station lines  div        desc        i         o                  dt
30452165  N335  R158  01-00-03  KEW GARDENS    EF  IND  RECOVR AUD  5201858  17258584 2021-06-20 06:30:00
30452166  N335  R158  01-00-03  KEW GARDENS    EF  IND  RECOVR AUD  5201882  17258634 2021-06-20 10:30:00
30452167  N335  R158  01-00-03  KEW GARDENS    EF  IND  RECOVR AUD  5201923  17258727 2021-06-20 14:30:00
30452168  N335  R158  01-00-03  KEW GARDENS    EF  IND     REGULAR  5201958  17258849 2021-06-20 18:30:00
30452169  N335  R158  01-00-03  KEW GARDENS    EF  IND  RECOVR AUD  5201960  17258853 2021-06-20 18:30:00
30452170  N335  R158  01-00-03  KEW GARDENS    EF  IND     REGULAR  5201976  17258954 2021-06-20 22:30:00
30452171  N335  R158  01-00-03  KEW GARDENS    EF  IND     REGULAR  5201978  17258988 2021-06-21 02:30:00
30452172  N335  R158  01-00-03  KEW GARDENS    EF  IND     REGULAR  5201993  17259002 2021-06-21 06:30:00
30452173  N335  R158  01-00-03  KEW GARDENS    EF  IND     REGULAR  5202103  17259205 2021-06-21 10:30:00



          area  unit       scp      station lines  div        desc        i         o                  dt
30467117  N335  R158  01-00-04  KEW GARDENS    EF  IND  RECOVR AUD  6718659  26526187 2021-06-20 06:30:00
30467118  N335  R158  01-00-04  KEW GARDENS    EF  IND  RECOVR AUD  6718689  26526302 2021-06-20 10:30:00
30467119  N335  R158  01-00-04  KEW GARDENS    EF  IND  RECOVR AUD  6718732  26526463 2021-06-20 14:30:00
30467120  N335  R158  01-00-04  KEW GARDENS    EF  IND     REGULAR  6718777  26526659 2021-06-20 18:30:00
30467121  N335  R158  01-00-04  KEW GARDENS    EF  IND  RECOVR AUD  6718777  26526664 2021-06-20 18:30:00
30467122  N335  R158  01-00-04  KEW GARDENS    EF  IND     REGULAR  6718797  26526841 2021-06-20 22:30:00
30467123  N335  R158  01-00-04  KEW GARDENS    EF  IND     REGULAR  6718814  26526886 2021-06-21 02:30:00
30467124  N335  R158  01-00-04  KEW GARDENS    EF  IND     REGULAR  6718831  26526919 2021-06-21 06:30:00
30467125  N335  R158  01-00-04  KEW GARDENS    EF  IND     REGULAR  6718951  26527315 2021-06-21 10:30:00



          area  unit       scp      station lines  div        desc        i        o                  dt
30616812  N336  R158  00-00-05  KEW GARDENS    EF  IND  RECOVR AUD  8833692  2334177 2021-06-20 06:30:00
30616813  N336  R158  00-00-05  KEW GARDENS    EF  IND  RECOVR AUD  8833712  2334187 2021-06-20 10:30:00
30616814  N336  R158  00-00-05  KEW GARDENS    EF  IND  RECOVR AUD  8833735  2334221 2021-06-20 14:30:00
30616815  N336  R158  00-00-05  KEW GARDENS    EF  IND     REGULAR  8833758  2334264 2021-06-20 18:30:00
30616816  N336  R158  00-00-05  KEW GARDENS    EF  IND  RECOVR AUD  8833758  2334263 2021-06-20 18:30:00
30616817  N336  R158  00-00-05  KEW GARDENS    EF  IND     REGULAR  8833759  2334264 2021-06-20 18:32:58
30616818  N336  R158  00-00-05  KEW GARDENS    EF  IND     REGULAR  8833759  2334264 2021-06-20 18:34:18
30616819  N336  R158  00-00-05  KEW GARDENS    EF  IND     REGULAR  8833759  2334264 2021-06-20 18:36:18
30616820  N336  R158  00-00-05  KEW GARDENS    EF  IND     REGULAR  8833759  2334264 2021-06-20 18:37:38



           area  unit       scp       station lines  div        desc        i        o                  dt
31039236  N339A  R114  00-00-01  PARSONS BLVD     F  IND     REGULAR  3270276  8766731 2016-08-14 16:00:00
31039237  N339A  R114  00-00-01  PARSONS BLVD     F  IND     REGULAR  3270328  8766926 2016-08-14 20:00:00
31039238  N339A  R114  00-00-01  PARSONS BLVD     F  IND     REGULAR  3270351  8767071 2016-08-15 00:00:00
31039239  N339A  R114  00-00-01  PARSONS BLVD     F  IND     REGULAR  3270363  8767133 2016-08-15 04:00:00
31039240  N339A  R114  00-00-01  PARSONS BLVD     F  IND  RECOVR AUD  3270619  8767133 2016-08-15 04:00:00
31039241  N339A  R114  00-00-01  PARSONS BLVD     F  IND     REGULAR  3270484  8767215 2016-08-15 08:00:00
31039242  N339A  R114  00-00-01  PARSONS BLVD     F  IND     REGULAR  3270632  8767343 2016-08-15 12:00:00
31039243  N339A  R114  00-00-01  PARSONS BLVD     F  IND     REGULAR  3270728  8767505 2016-08-15 16:00:00
31039244  N339A  R114  00-00-01  PARSONS BLVD     F  IND     REGULAR  3270824  8767972 2016-08-15 20:00:00



           area  unit       scp       station lines  div        desc       i       o                  dt
31101604  N339A  R114  00-03-03  PARSONS BLVD     F  IND     REGULAR  806014  286469 2016-08-08 16:00:00
31101605  N339A  R114  00-03-03  PARSONS BLVD     F  IND     REGULAR  806138  286585 2016-08-08 20:00:00
31101606  N339A  R114  00-03-03  PARSONS BLVD     F  IND     REGULAR  806173  286643 2016-08-09 00:00:00
31101607  N339A  R114  00-03-03  PARSONS BLVD     F  IND     REGULAR  839463  286664 2016-08-09 04:00:00
31101608  N339A  R114  00-03-03  PARSONS BLVD     F  IND  RECOVR AUD  806183  286664 2016-08-09 04:00:00
31101609  N339A  R114  00-03-03  PARSONS BLVD     F  IND     REGULAR  806415  286682 2016-08-09 08:00:00
31101610  N339A  R114  00-03-03  PARSONS BLVD     F  IND     REGULAR  806660  286716 2016-08-09 12:00:00
31101611  N339A  R114  00-03-03  PARSONS BLVD     F  IND     REGULAR  806808  286746 2016-08-09 16:00:00
31101612  N339A  R114  00-03-03  PARSONS BLVD     F  IND     REGULAR  806933  286870 2016-08-09 20:00:00



           area  unit       scp       station lines  div        desc        i        o                  dt
31117228  N339A  R114  00-03-04  PARSONS BLVD     F  IND     REGULAR  8618250  1254239 2016-08-11 16:00:00
31117229  N339A  R114  00-03-04  PARSONS BLVD     F  IND     REGULAR  8618463  1254300 2016-08-11 20:00:00
31117230  N339A  R114  00-03-04  PARSONS BLVD     F  IND     REGULAR  8618523  1254338 2016-08-12 00:00:00
31117231  N339A  R114  00-03-04  PARSONS BLVD     F  IND     REGULAR  8618532  1254350 2016-08-12 04:00:00
31117232  N339A  R114  00-03-04  PARSONS BLVD     F  IND  RECOVR AUD  8650532  1254350 2016-08-12 04:00:00
31117233  N339A  R114  00-03-04  PARSONS BLVD     F  IND     REGULAR  8618917  1254351 2016-08-12 08:00:00
31117234  N339A  R114  00-03-04  PARSONS BLVD     F  IND     REGULAR  8619307  1254371 2016-08-12 12:00:00
31117235  N339A  R114  00-03-04  PARSONS BLVD     F  IND     REGULAR  8619381  1254378 2016-08-12 13:31:35
31117236  N339A  R114  00-03-04  PARSONS BLVD     F  IND     REGULAR  8619534  1254397 2016-08-12 16:00:00



          area  unit       scp          station lines  div        desc         i         o                  dt
32776943  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886166         0 2016-05-13 12:00:00
32776944  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886166         0 2016-05-13 16:00:00
32776945  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886166         0 2016-05-13 20:00:00
32776946  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886166         0 2016-05-14 00:00:00
32776947  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108864  33554496 2016-05-14 00:00:00
32776948  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886166         0 2016-05-14 04:00:00
32776949  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886166         0 2016-05-14 08:00:00
32776950  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108864  33554496 2016-05-14 08:00:00
32776951  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886168         0 2016-05-14 12:00:00
32776952  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-14 12:00:00
32776953  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-14 16:00:00
32776954  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-14 16:00:00
32776955  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-14 20:00:00
32776956  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-14 20:00:00
32776957  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-15 00:00:00
32776958  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-15 00:00:00
32776959  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-15 04:00:00
32776960  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-15 08:00:00
32776961  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-15 08:00:00
32776962  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-15 12:00:00
32776963  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-15 12:00:00
32776964  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-15 16:00:00
32776965  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-15 16:00:00
32776966  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-15 20:00:00
32776967  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-15 20:00:00
32776968  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-16 00:00:00
32776969  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-16 00:00:00
32776970  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-16 04:00:00
32776971  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-16 08:00:00
32776972  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-16 08:00:00
32776973  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-16 12:00:00
32776974  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-16 12:00:00
32776975  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-16 16:00:00
32776976  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-16 16:00:00
32776977  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-16 17:23:45
32776978  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-16 17:25:04
32776979  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-16 17:26:30
32776980  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-16 20:00:00
32776981  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-16 20:00:00
32776982  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-17 00:00:00
32776983  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-17 00:00:00
32776984  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-17 04:00:00
32776985  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-17 04:00:00
32776986  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886169         0 2016-05-17 08:00:00
32776987  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-17 08:00:00
32776988  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886170         0 2016-05-17 12:00:00
32776989  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-17 12:00:00
32776990  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886170         0 2016-05-17 16:00:00
32776991  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-17 16:00:00
32776992  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886170         0 2016-05-17 20:00:00
32776993  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-17 20:00:00
32776994  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886170         0 2016-05-18 00:00:00
32776995  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND  RECOVR AUD  67108865  33554496 2016-05-18 00:00:00
32776996  N418  R269  01-05-00  BEDFORD-NOSTRAN     G  IND     REGULAR  83886170         0 2016-05-18 04:00:00
